bugid,tempo_space
410603,"[('E', '0'), ('D', '0'), ('A', '0'), ('V', '0'), ('F', '0'), ('C', '1'), ('C', '5'), ('Y', '19'), ('C', '20'), ('Y', '20'), ('L', '21'), ('Z', '21')]"
410863,"[('E', '0'), ('V', '0'), ('A', '0'), ('C', '0'), ('C', '1'), ('C', '19'), ('Y', '19'), ('Z', '20')]"
411095,"[('N', '0'), ('C', '0'), ('C', '1'), ('W', '18'), ('Z', '21')]"
411452,"[('E', '0'), ('C', '0'), ('A', '4'), ('C', '4'), ('L', '4'), ('Z', '21')]"
411757,"[('M', '0'), ('C', '0'), ('A', '0'), ('C', '0'), ('W', '20'), ('C', '20'), ('Z', '20')]"
411822,"[('E', '0'), ('W', '20'), ('C', '20'), ('A', '20'), ('Z', '21')]"
413030,"[('N', '0'), ('D', '0'), ('A', '20'), ('C', '20'), ('Z', '21')]"
415700,"[('E', '0'), ('D', '0'), ('C', '0'), ('C', '0'), ('P', '0'), ('A', '0'), ('L', '0'), ('P', '0'), ('C', '0'), ('C', '3'), ('V', '21'), ('Y', '21'), ('Z', '21')]"
415732,"[('E', '0'), ('V', '3'), ('V', '4'), ('V', '19'), ('Y', '20'), ('Z', '21')]"
417042,"[('M', '0'), ('V', '0'), ('P', '7'), ('V', '9'), ('C', '15'), ('V', '16'), ('V', '16'), ('V', '17'), ('C', '17'), ('V', '17'), ('V', '17'), ('V', '20'), ('Y', '20'), ('C', '20'), ('L', '21'), ('Z', '21')]"
419839,"[('E', '0'), ('C', '0'), ('D', '0'), ('C', '0'), ('C', '0'), ('C', '0'), ('C', '13'), ('C', '13'), ('C', '15'), ('P', '17'), ('C', '20'), ('A', '20'), ('V', '20'), ('Y', '20'), ('Z', '20')]"
422703,"[('N', '0'), ('Q', '7'), ('Z', '21')]"
422919,"[('M', '0'), ('D', '0'), ('C', '0'), ('P', '0'), ('A', '0'), ('L', '0'), ('C', '0'), ('C', '1'), ('C', '1'), ('D', '1'), ('C', '3'), ('L', '3'), ('V', '10'), ('W', '10'), ('C', '10'), ('V', '10'), ('W', '15'), ('C', '15'), ('Y', '17'), ('W', '18'), ('V', '18'), ('W', '18'), ('W', '18'), ('Y', '18'), ('W', '18'), ('V', '19'), ('W', '19'), ('W', '19'), ('V', '19'), ('W', '19'), ('V', '20'), ('Y', '20'), ('Y', '20'), ('W', '20'), ('W', '20'), ('Z', '20')]"
424999,"[('M', '0'), ('D', '0'), ('C', '5'), ('A', '17'), ('V', '17'), ('C', '17'), ('V', '17'), ('Y', '17'), ('L', '20'), ('Z', '20')]"
426745,"[('E', '0'), ('C', '0'), ('A', '4'), ('V', '4'), ('F', '4'), ('W', '6'), ('C', '6'), ('Y', '20'), ('A', '20'), ('V', '20'), ('Y', '20'), ('W', '20'), ('W', '21'), ('L', '21'), ('Z', '21')]"
440063,"[('M', '0'), ('C', '0'), ('C', '8'), ('D', '11'), ('C', '13'), ('C', '15'), ('C', '16'), ('C', '20'), ('Z', '20')]"
442652,"[('E', '0'), ('V', '0'), ('Y', '0'), ('Z', '21')]"
459235,"[('E', '0'), ('D', '0'), ('C', '0'), ('C', '1'), ('C', '1'), ('C', '10'), ('C', '12'), ('L', '20'), ('Z', '20')]"
460341,"[('E', '0'), ('C', '1'), ('C', '4'), ('A', '11'), ('V', '11'), ('C', '11'), ('Z', '20')]"
463810,"[('E', '0'), ('C', '0'), ('C', '2'), ('A', '3'), ('V', '3'), ('V', '3'), ('Y', '3'), ('C', '3'), ('C', '20'), ('L', '20'), ('Z', '20')]"
465215,"[('E', '0'), ('A', '0'), ('V', '0'), ('C', '0'), ('Y', '1'), ('L', '1'), ('W', '10'), ('C', '10'), ('W', '11'), ('W', '21'), ('C', '21'), ('L', '21'), ('Z', '21')]"
489869,"[('N', '0'), ('C', '0'), ('C', '0'), ('C', '1'), ('C', '2'), ('V', '7'), ('V', '8'), ('Y', '8'), ('W', '19'), ('W', '20'), ('C', '20'), ('Z', '20')]"
495584,"[('E', '0'), ('C', '1'), ('C', '2'), ('C', '12'), ('C', '16'), ('V', '16'), ('Y', '21'), ('L', '21'), ('Z', '21')]"
502233,"[('N', '0'), ('D', '0'), ('V', '12'), ('C', '13'), ('Y', '13'), ('A', '13'), ('C', '14'), ('C', '21'), ('Z', '21')]"
505491,"[('E', '0'), ('C', '0'), ('V', '3'), ('C', '3'), ('C', '16'), ('Y', '16'), ('C', '20'), ('Y', '20'), ('L', '21'), ('Z', '21')]"
512663,"[('N', '0'), ('C', '0'), ('Z', '21')]"
546572,"[('M', '0'), ('V', '0'), ('C', '0'), ('C', '1'), ('C', '1'), ('Y', '1'), ('C', '2'), ('Z', '21')]"
558069,"[('E', '0'), ('D', '0'), ('C', '4'), ('A', '20'), ('V', '20'), ('Y', '20'), ('Q', '21'), ('L', '21'), ('Z', '21')]"
577399,"[('M', '0'), ('Z', '21')]"
578281,"[('E', '0'), ('C', '0'), ('C', '0'), ('C', '1'), ('C', '1'), ('A', '3'), ('C', '3'), ('A', '9'), ('Z', '20')]"
580001,"[('M', '0'), ('A', '0'), ('C', '0'), ('V', '0'), ('C', '1'), ('C', '7'), ('W', '14'), ('C', '14'), ('V', '15'), ('Y', '16'), ('W', '17'), ('W', '17'), ('F', '21'), ('Z', '21')]"
583386,"[('E', '0'), ('D', '0'), ('D', '0'), ('D', '0'), ('D', '0'), ('D', '0'), ('D', '0'), ('D', '0'), ('C', '0'), ('C', '1'), ('C', '1'), ('C', '2'), ('C', '2'), ('C', '3'), ('C', '3'), ('C', '5'), ('D', '5'), ('C', '8'), ('C', '10'), ('A', '11'), ('C', '11'), ('R', '11'), ('C', '12'), ('D', '13'), ('C', '13'), ('A', '13'), ('C', '13'), ('C', '13'), ('C', '13'), ('C', '14'), ('A', '14'), ('D', '14'), ('V', '14'), ('V', '14'), ('Y', '14'), ('V', '14'), ('V', '15'), ('C', '15'), ('D', '15'), ('C', '15'), ('V', '16'), ('C', '17'), ('C', '19'), ('C', '19'), ('V', '19'), ('C', '20'), ('V', '20'), ('Y', '20'), ('C', '21'), ('Z', '21')]"
588392,"[('M', '0'), ('C', '0'), ('C', '0'), ('C', '1'), ('C', '3'), ('D', '10'), ('C', '11'), ('C', '12'), ('C', '14'), ('Z', '20')]"
588967,"[('E', '0'), ('C', '0'), ('C', '20'), ('C', '20'), ('V', '20'), ('Y', '20'), ('L', '20'), ('Z', '20')]"
589121,"[('E', '0'), ('C', '0'), ('L', '0'), ('C', '0'), ('D', '0'), ('D', '0'), ('D', '5'), ('C', '6'), ('C', '7'), ('C', '8'), ('A', '15'), ('V', '17'), ('V', '17'), ('V', '18'), ('C', '18'), ('V', '18'), ('C', '20'), ('Y', '20'), ('L', '21'), ('Z', '21')]"
589162,"[('E', '0'), ('C', '0'), ('A', '10'), ('C', '11'), ('Q', '14'), ('A', '15'), ('Q', '16'), ('V', '19'), ('Y', '19'), ('L', '20'), ('Z', '20')]"
592622,"[('E', '0'), ('V', '0'), ('Y', '0'), ('W', '0'), ('C', '11'), ('V', '14'), ('Y', '14'), ('C', '14'), ('C', '16'), ('D', '16'), ('C', '17'), ('C', '18'), ('C', '19'), ('C', '19'), ('C', '19'), ('A', '20'), ('V', '20'), ('V', '20'), ('Y', '20'), ('W', '20'), ('W', '20'), ('C', '21'), ('L', '21'), ('Z', '21')]"
593339,"[('E', '0'), ('D', '0'), ('V', '0'), ('D', '0'), ('D', '0'), ('C', '0'), ('D', '0'), ('C', '1'), ('C', '1'), ('C', '4'), ('C', '17'), ('C', '18'), ('V', '20'), ('C', '20'), ('Y', '20'), ('V', '20'), ('Y', '20'), ('A', '20'), ('W', '20'), ('L', '20'), ('Z', '20')]"
598348,"[('E', '0'), ('Z', '20')]"
604650,"[('E', '0'), ('D', '0'), ('C', '1'), ('C', '1'), ('A', '5'), ('A', '5'), ('V', '5'), ('F', '5'), ('A', '5'), ('D', '9'), ('A', '12'), ('V', '12'), ('F', '12'), ('V', '13'), ('Y', '13'), ('L', '21'), ('Z', '21')]"
610773,"[('E', '0'), ('C', '0'), ('A', '1'), ('V', '1'), ('Y', '1'), ('C', '3'), ('V', '13'), ('V', '13'), ('V', '13'), ('Y', '13'), ('V', '15'), ('Y', '16'), ('Z', '20')]"
613055,"[('E', '0'), ('C', '0'), ('C', '4'), ('W', '5'), ('A', '5'), ('C', '20'), ('Z', '20')]"
614940,"[('E', '0'), ('W', '1'), ('C', '1'), ('A', '4'), ('W', '20'), ('L', '20'), ('Z', '20')]"
617175,"[('E', '0'), ('A', '0'), ('V', '0'), ('C', '7'), ('Y', '7'), ('W', '8'), ('W', '21'), ('L', '21'), ('Z', '21')]"
625115,"[('E', '0'), ('V', '0'), ('C', '0'), ('Y', '13'), ('C', '21'), ('L', '21'), ('Z', '21')]"
638431,"[('E', '0'), ('V', '0'), ('D', '0'), ('Y', '0'), ('W', '20'), ('C', '20'), ('W', '20'), ('Z', '20')]"
643119,"[('N', '0'), ('C', '1'), ('P', '6'), ('C', '6'), ('L', '6'), ('Q', '6'), ('C', '9'), ('P', '10'), ('Q', '10'), ('C', '15'), ('Z', '20')]"
652447,"[('E', '0'), ('V', '0'), ('Y', '0'), ('L', '20'), ('Z', '20')]"
666566,"[('E', '0'), ('V', '0'), ('Y', '0'), ('W', '1'), ('W', '1'), ('C', '1'), ('V', '5'), ('V', '14'), ('Y', '15'), ('W', '18'), ('W', '20'), ('Z', '20')]"
667577,"[('M', '0'), ('C', '0'), ('C', '0'), ('C', '1'), ('V', '2'), ('V', '2'), ('Y', '2'), ('V', '10'), ('C', '13'), ('V', '16'), ('Y', '16'), ('W', '18'), ('W', '20'), ('C', '20'), ('Z', '20')]"
669196,"[('M', '0'), ('C', '0'), ('D', '0'), ('C', '1'), ('D', '1'), ('C', '1'), ('C', '2'), ('C', '3'), ('C', '7'), ('C', '8'), ('C', '9'), ('V', '9'), ('Y', '9'), ('W', '14'), ('W', '18'), ('C', '18'), ('C', '19'), ('D', '21'), ('L', '21'), ('Z', '21')]"
684835,"[('E', '0'), ('A', '0'), ('Z', '21')]"
699001,"[('E', '0'), ('C', '0'), ('C', '1'), ('A', '1'), ('P', '8'), ('V', '15'), ('Y', '15'), ('W', '16'), ('C', '16'), ('W', '16'), ('W', '17'), ('W', '19'), ('L', '20'), ('Z', '20')]"
706108,"[('E', '0'), ('V', '0'), ('Y', '20'), ('L', '20'), ('C', '20'), ('Z', '20')]"
714951,"[('E', '0'), ('C', '0'), ('C', '0'), ('C', '1'), ('A', '3'), ('V', '3'), ('V', '17'), ('Y', '17'), ('W', '20'), ('C', '21'), ('L', '21'), ('W', '21'), ('Z', '21')]"
715647,"[('M', '0'), ('C', '0'), ('A', '0'), ('W', '0'), ('C', '0'), ('W', '10'), ('W', '10'), ('C', '10'), ('V', '10'), ('C', '19'), ('V', '20'), ('Y', '20'), ('W', '20'), ('W', '20'), ('L', '21'), ('W', '21'), ('Z', '21')]"
729220,"[('E', '0'), ('A', '0'), ('C', '0'), ('C', '7'), ('C', '13'), ('V', '16'), ('Y', '17'), ('Y', '17'), ('W', '17'), ('W', '20'), ('C', '20'), ('W', '20'), ('L', '20'), ('Z', '20')]"
730668,"[('E', '0'), ('D', '0'), ('A', '10'), ('V', '10'), ('V', '18'), ('Y', '18'), ('V', '19'), ('Y', '19'), ('V', '19'), ('Y', '19'), ('C', '19'), ('L', '19'), ('C', '21'), ('Z', '21')]"
734259,"[('E', '0'), ('C', '0'), ('W', '1'), ('P', '1'), ('C', '1'), ('A', '1'), ('C', '4'), ('V', '4'), ('C', '7'), ('V', '7'), ('Y', '7'), ('W', '11'), ('W', '20'), ('C', '20'), ('W', '21'), ('L', '21'), ('Z', '21')]"
736038,"[('E', '0'), ('C', '0'), ('C', '13'), ('A', '13'), ('L', '21'), ('Z', '21')]"
739866,"[('E', '0'), ('C', '0'), ('C', '1'), ('V', '8'), ('C', '8'), ('V', '11'), ('C', '16'), ('V', '17'), ('V', '18'), ('Y', '20'), ('A', '20'), ('L', '20'), ('C', '21'), ('Z', '21')]"
744388,"[('E', '0'), ('D', '0'), ('C', '0'), ('D', '0'), ('C', '0'), ('C', '0'), ('C', '1'), ('W', '1'), ('C', '1'), ('C', '5'), ('C', '6'), ('C', '7'), ('D', '13'), ('V', '13'), ('C', '13'), ('V', '14'), ('V', '14'), ('Y', '16'), ('C', '17'), ('C', '18'), ('L', '20'), ('W', '20'), ('L', '20'), ('W', '20'), ('L', '20'), ('W', '20'), ('C', '21'), ('W', '21'), ('Z', '21')]"
749187,"[('E', '0'), ('D', '0'), ('A', '0'), ('V', '0'), ('C', '0'), ('V', '0'), ('V', '0'), ('C', '12'), ('Y', '20'), ('L', '20'), ('Z', '21')]"
749278,"[('E', '0'), ('C', '0'), ('C', '1'), ('P', '13'), ('C', '13'), ('A', '13'), ('A', '19'), ('V', '19'), ('V', '19'), ('V', '19'), ('V', '19'), ('Y', '19'), ('W', '19'), ('L', '20'), ('Z', '20')]"
764241,"[('E', '0'), ('C', '0'), ('W', '15'), ('C', '15'), ('W', '15'), ('W', '17'), ('A', '17'), ('Z', '21')]"
764265,"[('E', '0'), ('C', '15'), ('W', '15'), ('C', '15'), ('W', '15'), ('C', '21'), ('A', '21'), ('Z', '21')]"
765411,"[('E', '0'), ('D', '0'), ('D', '0'), ('V', '3'), ('A', '3'), ('C', '3'), ('V', '3'), ('C', '4'), ('V', '4'), ('Y', '4'), ('V', '5'), ('V', '5'), ('V', '14'), ('V', '18'), ('Y', '19'), ('L', '20'), ('Z', '20')]"
767399,"[('E', '0'), ('C', '0'), ('C', '3'), ('A', '3'), ('P', '3'), ('C', '3'), ('V', '14'), ('C', '14'), ('Y', '18'), ('W', '19'), ('W', '20'), ('L', '21'), ('W', '21'), ('Z', '21')]"
768403,"[('E', '0'), ('Z', '20')]"
773933,"[('M', '0'), ('V', '0'), ('C', '0'), ('Y', '9'), ('L', '21'), ('Z', '21')]"
779360,"[('E', '0'), ('D', '7'), ('A', '7'), ('V', '7'), ('C', '8'), ('C', '8'), ('W', '10'), ('V', '10'), ('Y', '10'), ('Y', '20'), ('L', '20'), ('Z', '21')]"
788589,"[('E', '0'), ('V', '1'), ('D', '1'), ('Y', '2'), ('V', '2'), ('C', '2'), ('Y', '20'), ('L', '21'), ('Z', '21')]"
789709,"[('E', '0'), ('C', '18'), ('Z', '20')]"
790422,"[('E', '0'), ('C', '0'), ('A', '0'), ('C', '17'), ('R', '17'), ('A', '21'), ('W', '21'), ('Z', '21')]"
794640,"[('E', '0'), ('W', '0'), ('C', '1'), ('C', '1'), ('C', '2'), ('A', '2'), ('A', '2'), ('V', '6'), ('C', '6'), ('C', '8'), ('V', '10'), ('V', '11'), ('V', '11'), ('Y', '11'), ('V', '11'), ('C', '14'), ('V', '19'), ('Y', '19'), ('C', '20'), ('C', '21'), ('W', '21'), ('L', '21'), ('Z', '21')]"
795691,"[('E', '0'), ('C', '2'), ('D', '7'), ('C', '7'), ('D', '8'), ('C', '8'), ('C', '9'), ('V', '11'), ('C', '11'), ('V', '11'), ('Y', '12'), ('Y', '15'), ('Y', '17'), ('C', '18'), ('W', '18'), ('W', '19'), ('L', '21'), ('W', '21'), ('Z', '21')]"
797302,"[('E', '0'), ('D', '13'), ('W', '13'), ('A', '13'), ('D', '13'), ('C', '14'), ('V', '14'), ('C', '14'), ('C', '15'), ('C', '16'), ('V', '16'), ('Y', '19'), ('L', '21'), ('Z', '21')]"
805537,"[('E', '0'), ('V', '8'), ('C', '8'), ('A', '8'), ('C', '8'), ('Y', '8'), ('V', '8'), ('V', '19'), ('C', '19'), ('Y', '19'), ('V', '19'), ('Y', '20'), ('Y', '20'), ('L', '21'), ('Z', '21')]"
815691,"[('E', '0'), ('C', '6'), ('D', '8'), ('C', '16'), ('V', '16'), ('C', '16'), ('Y', '17'), ('A', '20'), ('L', '20'), ('Z', '20')]"
833885,"[('N', '0'), ('C', '0'), ('V', '1'), ('A', '1'), ('V', '6'), ('Y', '12'), ('W', '13'), ('C', '18'), ('W', '18'), ('L', '20'), ('W', '20'), ('Z', '20')]"
840872,"[('M', '0'), ('V', '16'), ('C', '16'), ('A', '16'), ('Y', '19'), ('L', '20'), ('Z', '20')]"
850421,"[('N', '0'), ('D', '14'), ('V', '14'), ('A', '14'), ('P', '14'), ('W', '14'), ('Y', '17'), ('W', '17'), ('L', '20'), ('W', '20'), ('Z', '20')]"
860349,"[('M', '0'), ('Y', '20'), ('A', '20'), ('P', '20'), ('C', '20'), ('L', '20'), ('Z', '20')]"
862398,"[('N', '0'), ('V', '1'), ('C', '1'), ('A', '1'), ('V', '2'), ('C', '2'), ('V', '3'), ('C', '6'), ('Y', '13'), ('Y', '14'), ('W', '14'), ('W', '20'), ('W', '20'), ('W', '20'), ('L', '20'), ('W', '20'), ('Z', '20')]"
862943,"[('N', '0'), ('C', '0'), ('A', '8'), ('Y', '8'), ('W', '19'), ('W', '19'), ('W', '19'), ('C', '20'), ('W', '20'), ('Z', '20')]"
883487,"[('N', '0'), ('C', '0'), ('Q', '0'), ('Q', '19'), ('C', '20'), ('Q', '20'), ('Z', '20')]"
897256,"[('N', '0'), ('C', '14'), ('A', '14'), ('C', '16'), ('V', '17'), ('C', '17'), ('V', '17'), ('Y', '19'), ('W', '20'), ('L', '20'), ('W', '20'), ('Z', '20')]"
898744,"[('M', '0'), ('C', '17'), ('A', '17'), ('V', '18'), ('C', '18'), ('Y', '18'), ('L', '20'), ('Z', '20')]"
911982,"[('N', '0'), ('A', '0'), ('C', '1'), ('C', '5'), ('V', '15'), ('C', '15'), ('Y', '16'), ('C', '16'), ('Z', '20')]"
915480,"[('N', '0'), ('C', '2'), ('A', '2'), ('V', '12'), ('V', '15'), ('Y', '19'), ('Y', '19'), ('L', '20'), ('Z', '20')]"
927930,"[('N', '0'), ('V', '14'), ('D', '14'), ('A', '14'), ('V', '14'), ('Y', '15'), ('D', '15'), ('V', '18'), ('Y', '18'), ('L', '20'), ('Z', '20')]"
932342,"[('N', '0'), ('V', '0'), ('D', '0'), ('Y', '0'), ('W', '0'), ('L', '20'), ('W', '20'), ('Z', '20')]"
932344,"[('N', '0'), ('C', '0'), ('C', '2'), ('W', '2'), ('V', '3'), ('C', '3'), ('A', '3'), ('Y', '3'), ('W', '4'), ('C', '5'), ('L', '20'), ('W', '20'), ('Z', '20')]"
942229,"[('N', '0'), ('D', '18'), ('V', '18'), ('A', '18'), ('C', '18'), ('V', '19'), ('Y', '19'), ('L', '20'), ('Z', '20')]"
944049,"[('N', '0'), ('C', '0'), ('V', '8'), ('C', '8'), ('Y', '8'), ('V', '8'), ('Y', '8'), ('C', '8'), ('W', '14'), ('C', '15'), ('W', '15'), ('C', '19'), ('W', '19'), ('F', '20'), ('F', '20'), ('V', '20'), ('V', '20'), ('Y', '20'), ('L', '20'), ('Z', '20')]"
944147,"[('M', '0'), ('V', '8'), ('C', '8'), ('Y', '8'), ('C', '8'), ('W', '14'), ('C', '15'), ('W', '15'), ('C', '19'), ('W', '19'), ('V', '20'), ('V', '20'), ('Y', '20'), ('Y', '20'), ('L', '20'), ('Z', '20')]"
951795,"[('M', '0'), ('C', '0'), ('A', '0'), ('P', '16'), ('C', '16'), ('V', '17'), ('C', '17'), ('Y', '19'), ('L', '20'), ('Z', '20')]"
957291,"[('N', '0'), ('D', '0'), ('F', '0'), ('F', '0'), ('F', '0'), ('F', '0'), ('A', '0'), ('C', '0'), ('V', '17'), ('V', '17'), ('V', '17'), ('C', '17'), ('Y', '17'), ('Y', '19'), ('W', '20'), ('L', '20'), ('W', '20'), ('Z', '20')]"
958679,"[('N', '0'), ('C', '0'), ('P', '7'), ('A', '7'), ('V', '20'), ('Y', '20'), ('L', '20'), ('Z', '20')]"
962511,"[('N', '0'), ('C', '0'), ('C', '0'), ('C', '0'), ('C', '13'), ('V', '15'), ('D', '15'), ('V', '15'), ('V', '15'), ('V', '16'), ('C', '16'), ('C', '17'), ('V', '19'), ('V', '19'), ('Y', '19'), ('C', '19'), ('Y', '19'), ('W', '20'), ('L', '20'), ('W', '20'), ('Z', '20')]"
971246,"[('N', '0'), ('D', '0'), ('W', '0'), ('D', '0'), ('C', '0'), ('C', '1'), ('W', '3'), ('C', '4'), ('C', '7'), ('A', '8'), ('C', '13'), ('C', '15'), ('V', '17'), ('D', '17'), ('Y', '17'), ('C', '17'), ('C', '18'), ('C', '18'), ('L', '20'), ('Z', '20')]"
982735,"[('N', '0'), ('C', '0'), ('W', '0'), ('W', '0'), ('V', '18'), ('C', '18'), ('V', '18'), ('C', '18'), ('A', '18'), ('Y', '19'), ('W', '20'), ('L', '20'), ('W', '20'), ('Z', '20')]"
1007218,"[('N', '0'), ('C', '0'), ('D', '2'), ('D', '8'), ('C', '11'), ('F', '19'), ('V', '19'), ('C', '19'), ('V', '19'), ('V', '19'), ('V', '19'), ('V', '19'), ('V', '19'), ('V', '20'), ('Y', '20'), ('Y', '20'), ('Y', '20'), ('Y', '20'), ('Y', '20'), ('Y', '20'), ('Y', '20'), ('Y', '20'), ('A', '20'), ('W', '20'), ('L', '20'), ('W', '20'), ('Z', '20')]"
1011397,"[('N', '0'), ('C', '0'), ('C', '0'), ('C', '0'), ('C', '4'), ('C', '8'), ('W', '8'), ('W', '9'), ('C', '11'), ('A', '11'), ('W', '11'), ('C', '13'), ('C', '14'), ('C', '15'), ('Z', '20')]"
1015619,"[('N', '0'), ('V', '16'), ('A', '16'), ('W', '16'), ('W', '16'), ('C', '17'), ('Y', '19'), ('L', '20'), ('Z', '20')]"
1021827,"[('N', '0'), ('A', '12'), ('V', '12'), ('V', '17'), ('V', '19'), ('Y', '19'), ('Y', '20'), ('W', '20'), ('L', '20'), ('W', '20'), ('Z', '20')]"
1026466,"[('N', '0'), ('C', '20'), ('Z', '20')]"
1029926,"[('N', '0'), ('D', '0'), ('C', '0'), ('C', '0'), ('C', '1'), ('V', '2'), ('C', '2'), ('C', '2'), ('V', '3'), ('C', '4'), ('Y', '6'), ('C', '14'), ('L', '20'), ('Z', '20')]"
1045792,"[('M', '0'), ('C', '0'), ('W', '0'), ('C', '2'), ('A', '7'), ('C', '13'), ('V', '17'), ('C', '17'), ('Y', '20'), ('Z', '20')]"
1047170,"[('M', '0'), ('W', '20'), ('Z', '20')]"
1053176,"[('N', '0'), ('D', '0'), ('C', '5'), ('Z', '20')]"
1053805,"[('N', '0'), ('C', '1'), ('V', '4'), ('Y', '4'), ('C', '7'), ('Y', '13'), ('V', '13'), ('C', '13'), ('A', '13'), ('Y', '13'), ('Y', '13'), ('Y', '18'), ('W', '19'), ('C', '20'), ('L', '20'), ('W', '20'), ('Z', '20')]"
1055571,"[('N', '0'), ('V', '10'), ('C', '10'), ('V', '11'), ('C', '11'), ('A', '15'), ('V', '17'), ('Y', '17'), ('W', '19'), ('L', '20'), ('W', '20'), ('Z', '20')]"
1058183,"[('N', '0'), ('C', '8'), ('C', '8'), ('A', '9'), ('C', '10'), ('V', '10'), ('C', '10'), ('V', '12'), ('V', '16'), ('V', '16'), ('V', '17'), ('V', '18'), ('V', '18'), ('Y', '18'), ('W', '20'), ('L', '20'), ('W', '20'), ('Z', '20')]"
1058433,"[('M', '0'), ('C', '0'), ('C', '3'), ('A', '3'), ('V', '7'), ('D', '7'), ('V', '8'), ('V', '10'), ('Y', '10'), ('V', '15'), ('L', '20'), ('Z', '20')]"
1061653,"[('N', '0'), ('C', '0'), ('A', '2'), ('P', '16'), ('V', '16'), ('C', '16'), ('V', '17'), ('Y', '20'), ('L', '20'), ('Z', '20')]"
1063301,"[('N', '0'), ('C', '0'), ('C', '7'), ('A', '7'), ('P', '18'), ('Z', '20')]"
1065316,"[('M', '0'), ('C', '0'), ('A', '6'), ('C', '7'), ('C', '12'), ('Z', '20')]"
1080787,"[('M', '0'), ('D', '0'), ('C', '13'), ('A', '13'), ('C', '15'), ('V', '15'), ('Y', '19'), ('L', '20'), ('Z', '20')]"
1101197,"[('N', '0'), ('A', '1'), ('C', '1'), ('V', '1'), ('C', '2'), ('Y', '2'), ('V', '2'), ('V', '3'), ('A', '9'), ('C', '10'), ('C', '17'), ('V', '17'), ('Y', '20'), ('W', '20'), ('L', '20'), ('W', '20'), ('Z', '20')]"
1101642,"[('N', '0'), ('C', '0'), ('C', '0'), ('C', '1'), ('C', '2'), ('C', '2'), ('C', '6'), ('C', '7'), ('Z', '20')]"
324545,"[('E', '0'), ('P', '3'), ('L', '6'), ('V', '18'), ('Y', '21'), ('Z', '21')]"
326428,"[('E', '0'), ('P', '0'), ('L', '0'), ('C', '4'), ('V', '21'), ('Y', '21'), ('Z', '21')]"
327479,"[('N', '0'), ('C', '0'), ('P', '0'), ('A', '0'), ('L', '0'), ('P', '0'), ('C', '20'), ('V', '21'), ('Y', '21'), ('Z', '21')]"
329488,"[('N', '0'), ('P', '1'), ('A', '1'), ('L', '1'), ('C', '2'), ('C', '3'), ('Z', '22')]"
331158,"[('E', '0'), ('P', '0'), ('L', '0'), ('C', '1'), ('P', '9'), ('C', '9'), ('C', '15'), ('C', '16'), ('V', '17'), ('C', '18'), ('Y', '21'), ('Z', '22')]"
337164,"[('M', '0'), ('C', '1'), ('Z', '22')]"
337343,"[('E', '0'), ('C', '2'), ('C', '7'), ('Z', '21')]"
338890,"[('M', '0'), ('C', '0'), ('C', '1'), ('A', '8'), ('L', '21'), ('Z', '21')]"
342454,"[('E', '0'), ('V', '0'), ('C', '0'), ('C', '0'), ('V', '21'), ('Y', '21'), ('W', '21'), ('L', '21'), ('Z', '21')]"
343587,"[('E', '0'), ('C', '0'), ('C', '0'), ('C', '0'), ('W', '22'), ('L', '22'), ('C', '22'), ('A', '22'), ('Y', '22'), ('P', '22'), ('Z', '22')]"
345475,"[('M', '0'), ('D', '0'), ('D', '0'), ('C', '0'), ('C', '4'), ('W', '17'), ('C', '17'), ('A', '18'), ('Z', '21')]"
349227,"[('E', '0'), ('C', '0'), ('C', '2'), ('L', '2'), ('Z', '21')]"
354236,"[('E', '0'), ('W', '9'), ('Z', '22')]"
354260,"[('E', '0'), ('W', '9'), ('W', '11'), ('Z', '22')]"
356630,"[('E', '0'), ('C', '0'), ('L', '21'), ('Z', '21')]"
356631,"[('E', '0'), ('C', '0'), ('L', '21'), ('Z', '21')]"
359012,"[('N', '0'), ('Q', '0'), ('C', '0'), ('A', '0'), ('C', '1'), ('C', '20'), ('A', '20'), ('D', '20'), ('V', '20'), ('Y', '21'), ('Z', '22')]"
364611,"[('M', '0'), ('C', '0'), ('A', '1'), ('V', '1'), ('Y', '21'), ('Z', '21')]"
365394,"[('E', '0'), ('A', '0'), ('V', '0'), ('C', '2'), ('C', '5'), ('W', '14'), ('C', '19'), ('Y', '19'), ('C', '19'), ('V', '19'), ('Y', '19'), ('W', '19'), ('W', '21'), ('C', '21'), ('Z', '21')]"
369589,"[('N', '0'), ('C', '0'), ('C', '1'), ('Z', '21')]"
376630,"[('E', '0'), ('A', '20'), ('V', '20'), ('W', '20'), ('P', '20'), ('L', '20'), ('Y', '21'), ('Z', '22')]"
378527,"[('M', '0'), ('C', '0'), ('C', '1'), ('V', '14'), ('C', '14'), ('V', '14'), ('C', '14'), ('Y', '15'), ('V', '20'), ('V', '20'), ('V', '21'), ('V', '21'), ('Y', '21'), ('C', '21'), ('Y', '22'), ('Z', '22')]"
380232,"[('E', '0'), ('A', '11'), ('C', '11'), ('R', '11'), ('C', '11'), ('L', '11'), ('C', '12'), ('A', '15'), ('V', '15'), ('C', '16'), ('V', '16'), ('D', '16'), ('V', '16'), ('A', '16'), ('V', '16'), ('V', '16'), ('V', '21'), ('V', '21'), ('A', '21'), ('V', '21'), ('Y', '21'), ('Z', '22')]"
390588,"[('N', '0'), ('C', '0'), ('Z', '22')]"
